Time (s);WE(1).Potential (V);Corrected time (s);Index;WE(1).Current (A);Current range
3.45593399127461;-0.97564697265625;0;1;-0.000500457763671875;1 mA
4.45593398874985;-0.97198486328125;0.999999997475243;2;-0.000500579833984375;1 mA
5.45593398622509;-0.97259521484375;1.99999999495049;3;-0.00050054931640625;1 mA
6.45593398370033;-0.97381591796875;2.99999999242573;4;-0.000500518798828125;1 mA
7.45593398117558;-0.97503662109375;3.99999998990097;5;-0.000500640869140625;1 mA
8.45593397865082;-0.97564697265625;4.99999998737621;6;-0.00050054931640625;1 mA
9.45593397612606;-0.97564697265625;5.99999998485146;7;-0.000500579833984375;1 mA
10.4559339736013;-0.97564697265625;6.9999999823267;8;-0.000500518798828125;1 mA
11.4559339710765;-0.97503662109375;7.99999997980194;9;-0.000500579833984375;1 mA
12.4559339685518;-0.97412109375;8.99999997727718;10;-0.00050054931640625;1 mA
13.455933966027;-0.97320556640625;9.99999997475243;11;-0.000500518798828125;1 mA
14.4559339635023;-0.9722900390625;10.9999999722277;12;-0.000500518798828125;1 mA
15.4559339609775;-0.97076416015625;11.9999999697029;13;-0.00050048828125;1 mA
16.4559339584528;-0.96954345703125;12.9999999671782;14;-0.00050048828125;1 mA
17.455933955928;-0.96832275390625;13.9999999646534;15;-0.00050048828125;1 mA
18.4559339534032;-0.966796875;14.9999999621286;16;-0.00050054931640625;1 mA
19.4559339508785;-0.96527099609375;15.9999999596039;17;-0.000500518798828125;1 mA
20.4559339483537;-0.96405029296875;16.9999999570791;18;-0.00050048828125;1 mA
21.455933945829;-0.9625244140625;17.9999999545544;19;-0.00050042724609375;1 mA
22.4559339433042;-0.96099853515625;18.9999999520296;20;-0.000500518798828125;1 mA
23.4559339407795;-0.95977783203125;19.9999999495049;21;-0.00050048828125;1 mA
24.4559339382547;-0.958251953125;20.9999999469801;22;-0.000500518798828125;1 mA
25.4559339357299;-0.95672607421875;21.9999999444553;23;-0.000500518798828125;1 mA
26.4559339332052;-0.95550537109375;22.9999999419306;24;-0.000500457763671875;1 mA
27.4559339306804;-0.9539794921875;23.9999999394058;25;-0.000500457763671875;1 mA
28.4559339281557;-0.9527587890625;24.9999999368811;26;-0.00050042724609375;1 mA
29.4559339256309;-0.9515380859375;25.9999999343563;27;-0.00050042724609375;1 mA
30.4559339231062;-0.9503173828125;26.9999999318316;28;-0.000500457763671875;1 mA
31.4559339205814;-0.94879150390625;27.9999999293068;29;-0.000500579833984375;1 mA
32.4559339180566;-0.94757080078125;28.999999926782;30;-0.00050048828125;1 mA
33.4559339155319;-0.94635009765625;29.9999999242573;31;-0.00050048828125;1 mA
34.4559339130071;-0.94512939453125;30.9999999217325;32;-0.000500457763671875;1 mA
35.4559339104824;-0.94390869140625;31.9999999192078;33;-0.00050048828125;1 mA
36.4559339079576;-0.9429931640625;32.999999916683;34;-0.000500457763671875;1 mA
37.4559339054329;-0.9417724609375;33.9999999141583;35;-0.000500396728515625;1 mA
38.4559339029081;-0.9405517578125;34.9999999116335;36;-0.00050048828125;1 mA
39.4559339003833;-0.93963623046875;35.9999999091087;37;-0.000500518798828125;1 mA
40.4559338978586;-0.93841552734375;36.999999906584;38;-0.00050042724609375;1 mA
41.4559338953338;-0.9375;37.9999999040592;39;-0.000500396728515625;1 mA
42.4559338928091;-0.93658447265625;38.9999999015345;40;-0.000500396728515625;1 mA
43.4559338902843;-0.9356689453125;39.9999998990097;41;-0.000500457763671875;1 mA
44.4559338877596;-0.9344482421875;40.999999896485;42;-0.000500396728515625;1 mA
45.4559338852348;-0.93353271484375;41.9999998939602;43;-0.00050042724609375;1 mA
46.45593388271;-0.9326171875;42.9999998914354;44;-0.000500457763671875;1 mA
47.4559338801853;-0.93170166015625;43.9999998889107;45;-0.000500518798828125;1 mA
48.4559338776605;-0.9307861328125;44.9999998863859;46;-0.00050042724609375;1 mA
49.4559338751358;-0.92987060546875;45.9999998838612;47;-0.000500457763671875;1 mA
50.455933872611;-0.928955078125;46.9999998813364;48;-0.00050042724609375;1 mA
51.4559338700863;-0.92803955078125;47.9999998788117;49;-0.000500396728515625;1 mA
52.4559338675615;-0.9271240234375;48.9999998762869;50;-0.00050048828125;1 mA
53.4559338650367;-0.926513671875;49.9999998737621;51;-0.00050042724609375;1 mA
54.455933862512;-0.92559814453125;50.9999998712374;52;-0.000500396728515625;1 mA
55.4559338599872;-0.9246826171875;51.9999998687126;53;-0.000500457763671875;1 mA
56.4559338574625;-0.924072265625;52.9999998661879;54;-0.00050048828125;1 mA
57.4559338549377;-0.92315673828125;53.9999998636631;55;-0.000500335693359375;1 mA
58.455933852413;-0.92254638671875;54.9999998611383;56;-0.0005003662109375;1 mA
59.4559338498882;-0.921630859375;55.9999998586136;57;-0.00050042724609375;1 mA
60.4559338473634;-0.9210205078125;56.9999998560888;58;-0.000500396728515625;1 mA
61.4559338448387;-0.92041015625;57.9999998535641;59;-0.000500396728515625;1 mA
62.4559338423139;-0.91949462890625;58.9999998510393;60;-0.0005003662109375;1 mA
63.4559338397892;-0.91888427734375;59.9999998485146;61;-0.0005003662109375;1 mA
64.4559338372644;-0.91827392578125;60.9999998459898;62;-0.00050042724609375;1 mA
65.4559338347397;-0.91766357421875;61.999999843465;63;-0.0005003662109375;1 mA
66.4559338322149;-0.916748046875;62.9999998409403;64;-0.0005003662109375;1 mA
67.4559338296901;-0.9161376953125;63.9999998384155;65;-0.0005003662109375;1 mA
68.4559338271654;-0.91552734375;64.9999998358908;66;-0.000500335693359375;1 mA
69.4559338246406;-0.9149169921875;65.999999833366;67;-0.0005003662109375;1 mA
70.4559338221159;-0.914306640625;66.9999998308413;68;-0.00050042724609375;1 mA
71.4559338195911;-0.9136962890625;67.9999998283165;69;-0.000500396728515625;1 mA
72.4559338170664;-0.9130859375;68.9999998257917;70;-0.000500335693359375;1 mA
73.4559338145416;-0.9124755859375;69.999999823267;71;-0.000500396728515625;1 mA
74.4559338120168;-0.91217041015625;70.9999998207422;72;-0.00050042724609375;1 mA
75.4559338094921;-0.91156005859375;71.9999998182175;73;-0.000500335693359375;1 mA
76.4559338069673;-0.91094970703125;72.9999998156927;74;-0.000500335693359375;1 mA
77.4559338044426;-0.91033935546875;73.999999813168;75;-0.000500335693359375;1 mA
78.4559338019178;-0.90972900390625;74.9999998106432;76;-0.00050042724609375;1 mA
79.4559337993931;-0.909423828125;75.9999998081184;77;-0.0005003662109375;1 mA
80.4559337968683;-0.9088134765625;76.9999998055937;78;-0.0005003662109375;1 mA
81.4559337943435;-0.908203125;77.9999998030689;79;-0.000500396728515625;1 mA
82.4559337918188;-0.90789794921875;78.9999998005442;80;-0.000500396728515625;1 mA
83.455933789294;-0.90728759765625;79.9999997980194;81;-0.000500335693359375;1 mA
84.4559337867693;-0.906982421875;80.9999997954947;82;-0.000500335693359375;1 mA
85.4559337842445;-0.9063720703125;81.9999997929699;83;-0.000500274658203125;1 mA
86.4559337817198;-0.90606689453125;82.9999997904451;84;-0.0005003662109375;1 mA
87.455933779195;-0.90545654296875;83.9999997879204;85;-0.000500396728515625;1 mA
88.4559337766702;-0.9051513671875;84.9999997853956;86;-0.000500335693359375;1 mA
89.4559337741455;-0.904541015625;85.9999997828709;87;-0.0005003662109375;1 mA
90.4559337716207;-0.90423583984375;86.9999997803461;88;-0.00050030517578125;1 mA
91.455933769096;-0.90362548828125;87.9999997778214;89;-0.00050030517578125;1 mA
92.4559337665712;-0.9033203125;88.9999997752966;90;-0.00050030517578125;1 mA
93.4559337640464;-0.90301513671875;89.9999997727718;91;-0.000500335693359375;1 mA
94.4559337615217;-0.90240478515625;90.9999997702471;92;-0.00050030517578125;1 mA
95.4559337589969;-0.902099609375;91.9999997677223;93;-0.000500396728515625;1 mA
96.4559337564722;-0.90179443359375;92.9999997651976;94;-0.00050042724609375;1 mA
97.4559337539474;-0.9014892578125;93.9999997626728;95;-0.000500274658203125;1 mA
98.4559337514227;-0.90087890625;94.9999997601481;96;-0.00050030517578125;1 mA
99.4559337488979;-0.90057373046875;95.9999997576233;97;-0.00050030517578125;1 mA
100.455933746373;-0.9002685546875;96.9999997550985;98;-0.0005003662109375;1 mA
101.455933743848;-0.89996337890625;97.9999997525738;99;-0.000500274658203125;1 mA
102.455933741324;-0.899658203125;98.999999750049;100;-0.000500335693359375;1 mA
103.455933738799;-0.8990478515625;99.9999997475243;101;-0.00050030517578125;1 mA
104.455933736274;-0.89874267578125;100.999999745;102;-0.0005003662109375;1 mA
105.455933733749;-0.8984375;101.999999742475;103;-0.00050030517578125;1 mA
106.455933731225;-0.89813232421875;102.99999973995;104;-0.000500244140625;1 mA
107.4559337287;-0.8978271484375;103.999999737425;105;-0.000500274658203125;1 mA
108.455933726175;-0.89752197265625;104.9999997349;106;-0.000500244140625;1 mA
109.45593372365;-0.897216796875;105.999999732376;107;-0.000500244140625;1 mA
110.455933721126;-0.89691162109375;106.999999729851;108;-0.00050030517578125;1 mA
