Time (s);WE(1).Potential (V);Corrected time (s);Index;WE(1).Current (A);Current range
3.49592999117363;-0.947265625;0;1;-0.00050030517578125;1 mA
4.49592998864887;-0.9527587890625;0.999999997475243;2;-0.00050042724609375;1 mA
5.49592998612411;-0.9564208984375;1.99999999495049;3;-0.00050042724609375;1 mA
6.49592998359935;-0.95855712890625;2.99999999242573;4;-0.00050048828125;1 mA
7.4959299810746;-0.95947265625;3.99999998990097;5;-0.00050042724609375;1 mA
8.49592997854984;-0.9600830078125;4.99999998737621;6;-0.000500396728515625;1 mA
9.49592997602508;-0.9600830078125;5.99999998485146;7;-0.00050042724609375;1 mA
10.4959299735003;-0.95977783203125;6.9999999823267;8;-0.00050048828125;1 mA
11.4959299709756;-0.95947265625;7.99999997980194;9;-0.00050042724609375;1 mA
12.4959299684508;-0.9588623046875;8.99999997727718;10;-0.00050042724609375;1 mA
13.4959299659261;-0.95794677734375;9.99999997475243;11;-0.000500457763671875;1 mA
14.4959299634013;-0.95703125;10.9999999722277;12;-0.000500457763671875;1 mA
15.4959299608765;-0.955810546875;11.9999999697029;13;-0.000500457763671875;1 mA
16.4959299583518;-0.95458984375;12.9999999671782;14;-0.000500396728515625;1 mA
17.495929955827;-0.95306396484375;13.9999999646534;15;-0.000500457763671875;1 mA
18.4959299533023;-0.95184326171875;14.9999999621286;16;-0.000500396728515625;1 mA
19.4959299507775;-0.9503173828125;15.9999999596039;17;-0.00050042724609375;1 mA
20.4959299482528;-0.94879150390625;16.9999999570791;18;-0.00050042724609375;1 mA
21.495929945728;-0.947265625;17.9999999545544;19;-0.000500396728515625;1 mA
22.4959299432032;-0.94573974609375;18.9999999520296;20;-0.00050042724609375;1 mA
23.4959299406785;-0.9442138671875;19.9999999495049;21;-0.000500457763671875;1 mA
24.4959299381537;-0.94268798828125;20.9999999469801;22;-0.0005003662109375;1 mA
25.495929935629;-0.941162109375;21.9999999444553;23;-0.000500457763671875;1 mA
26.4959299331042;-0.93963623046875;22.9999999419306;24;-0.000500396728515625;1 mA
27.4959299305795;-0.9381103515625;23.9999999394058;25;-0.000500396728515625;1 mA
28.4959299280547;-0.93658447265625;24.9999999368811;26;-0.000500396728515625;1 mA
29.4959299255299;-0.93505859375;25.9999999343563;27;-0.00050042724609375;1 mA
30.4959299230052;-0.93353271484375;26.9999999318316;28;-0.000500335693359375;1 mA
31.4959299204804;-0.9320068359375;27.9999999293068;29;-0.000500457763671875;1 mA
32.4959299179557;-0.93048095703125;28.999999926782;30;-0.00050042724609375;1 mA
33.4959299154309;-0.928955078125;29.9999999242573;31;-0.00050042724609375;1 mA
34.4959299129061;-0.927734375;30.9999999217325;32;-0.000500396728515625;1 mA
35.4959299103814;-0.92620849609375;31.9999999192078;33;-0.000500396728515625;1 mA
36.4959299078566;-0.92498779296875;32.999999916683;34;-0.0005003662109375;1 mA
37.4959299053319;-0.9234619140625;33.9999999141583;35;-0.000500335693359375;1 mA
38.4959299028071;-0.9222412109375;34.9999999116335;36;-0.00050042724609375;1 mA
39.4959299002824;-0.9210205078125;35.9999999091087;37;-0.000500335693359375;1 mA
40.4959298977576;-0.9197998046875;36.999999906584;38;-0.000500457763671875;1 mA
41.4959298952328;-0.9185791015625;37.9999999040592;39;-0.000500396728515625;1 mA
42.4959298927081;-0.9173583984375;38.9999999015345;40;-0.000500396728515625;1 mA
43.4959298901833;-0.9161376953125;39.9999998990097;41;-0.000500335693359375;1 mA
44.4959298876586;-0.9149169921875;40.999999896485;42;-0.000500396728515625;1 mA
45.4959298851338;-0.91400146484375;41.9999998939602;43;-0.0005003662109375;1 mA
46.4959298826091;-0.91278076171875;42.9999998914354;44;-0.0005003662109375;1 mA
47.4959298800843;-0.911865234375;43.9999998889107;45;-0.000500335693359375;1 mA
48.4959298775595;-0.91064453125;44.9999998863859;46;-0.0005003662109375;1 mA
49.4959298750348;-0.90972900390625;45.9999998838612;47;-0.0005003662109375;1 mA
50.49592987251;-0.9088134765625;46.9999998813364;48;-0.0005003662109375;1 mA
51.4959298699853;-0.90789794921875;47.9999998788117;49;-0.0005003662109375;1 mA
52.4959298674605;-0.906982421875;48.9999998762869;50;-0.000500274658203125;1 mA
53.4959298649358;-0.90606689453125;49.9999998737621;51;-0.000500396728515625;1 mA
54.495929862411;-0.9051513671875;50.9999998712374;52;-0.00050042724609375;1 mA
55.4959298598862;-0.90423583984375;51.9999998687126;53;-0.0005003662109375;1 mA
56.4959298573615;-0.9033203125;52.9999998661879;54;-0.000500335693359375;1 mA
57.4959298548367;-0.90240478515625;53.9999998636631;55;-0.000500396728515625;1 mA
58.495929852312;-0.9014892578125;54.9999998611383;56;-0.000500335693359375;1 mA
59.4959298497872;-0.90087890625;55.9999998586136;57;-0.000500335693359375;1 mA
60.4959298472625;-0.89996337890625;56.9999998560888;58;-0.000500396728515625;1 mA
61.4959298447377;-0.89935302734375;57.9999998535641;59;-0.0005003662109375;1 mA
62.4959298422129;-0.8984375;58.9999998510393;60;-0.000500335693359375;1 mA
63.4959298396882;-0.8978271484375;59.9999998485146;61;-0.000500335693359375;1 mA
64.4959298371634;-0.89691162109375;60.9999998459898;62;-0.000500335693359375;1 mA
65.4959298346387;-0.89630126953125;61.999999843465;63;-0.000500335693359375;1 mA
66.4959298321139;-0.89569091796875;62.9999998409403;64;-0.0005003662109375;1 mA
67.4959298295892;-0.894775390625;63.9999998384155;65;-0.0005003662109375;1 mA
68.4959298270644;-0.8941650390625;64.9999998358908;66;-0.0005003662109375;1 mA
69.4959298245396;-0.8935546875;65.999999833366;67;-0.0005003662109375;1 mA
70.4959298220149;-0.8929443359375;66.9999998308413;68;-0.000500335693359375;1 mA
71.4959298194901;-0.89202880859375;67.9999998283165;69;-0.0005003662109375;1 mA
72.4959298169654;-0.89141845703125;68.9999998257917;70;-0.00050030517578125;1 mA
73.4959298144406;-0.89080810546875;69.999999823267;71;-0.00050030517578125;1 mA
74.4959298119159;-0.89019775390625;70.9999998207422;72;-0.0005003662109375;1 mA
75.4959298093911;-0.88958740234375;71.9999998182175;73;-0.000500274658203125;1 mA
76.4959298068663;-0.88897705078125;72.9999998156927;74;-0.000500274658203125;1 mA
77.4959298043416;-0.88836669921875;73.999999813168;75;-0.000500274658203125;1 mA
78.4959298018168;-0.88775634765625;74.9999998106432;76;-0.00050030517578125;1 mA
79.4959297992921;-0.887451171875;75.9999998081184;77;-0.000500335693359375;1 mA
80.4959297967673;-0.8868408203125;76.9999998055937;78;-0.0005003662109375;1 mA
81.4959297942426;-0.88623046875;77.9999998030689;79;-0.000500335693359375;1 mA
82.4959297917178;-0.8856201171875;78.9999998005442;80;-0.00050030517578125;1 mA
83.495929789193;-0.885009765625;79.9999997980194;81;-0.00050030517578125;1 mA
84.4959297866683;-0.88470458984375;80.9999997954947;82;-0.000500335693359375;1 mA
85.4959297841435;-0.88409423828125;81.9999997929699;83;-0.00050042724609375;1 mA
86.4959297816188;-0.88348388671875;82.9999997904451;84;-0.0005003662109375;1 mA
87.495929779094;-0.88287353515625;83.9999997879204;85;-0.000500244140625;1 mA
88.4959297765693;-0.882568359375;84.9999997853956;86;-0.000500274658203125;1 mA
89.4959297740445;-0.8819580078125;85.9999997828709;87;-0.000500335693359375;1 mA
90.4959297715197;-0.88165283203125;86.9999997803461;88;-0.000500335693359375;1 mA
91.495929768995;-0.88104248046875;87.9999997778214;89;-0.00050030517578125;1 mA
92.4959297664702;-0.88043212890625;88.9999997752966;90;-0.000500244140625;1 mA
93.4959297639455;-0.880126953125;89.9999997727718;91;-0.000500335693359375;1 mA
94.4959297614207;-0.8795166015625;90.9999997702471;92;-0.000500335693359375;1 mA
95.495929758896;-0.87921142578125;91.9999997677223;93;-0.00050030517578125;1 mA
96.4959297563712;-0.87860107421875;92.9999997651976;94;-0.0005003662109375;1 mA
97.4959297538464;-0.8782958984375;93.9999997626728;95;-0.00050030517578125;1 mA
98.4959297513217;-0.87799072265625;94.9999997601481;96;-0.000500335693359375;1 mA
99.4959297487969;-0.87738037109375;95.9999997576233;97;-0.000500274658203125;1 mA
100.495929746272;-0.8770751953125;96.9999997550985;98;-0.00050030517578125;1 mA
101.495929743747;-0.87646484375;97.9999997525738;99;-0.000500335693359375;1 mA
102.495929741223;-0.87615966796875;98.999999750049;100;-0.000500274658203125;1 mA
103.495929738698;-0.8758544921875;99.9999997475243;101;-0.000500274658203125;1 mA
104.495929736173;-0.875244140625;100.999999745;102;-0.000500244140625;1 mA
105.495929733648;-0.87493896484375;101.999999742475;103;-0.000500274658203125;1 mA
106.495929731124;-0.8746337890625;102.99999973995;104;-0.000500335693359375;1 mA
107.495929728599;-0.8740234375;103.999999737425;105;-0.000500335693359375;1 mA
108.495929726074;-0.87371826171875;104.9999997349;106;-0.000500335693359375;1 mA
109.495929723549;-0.8734130859375;105.999999732376;107;-0.000500335693359375;1 mA
110.495929721025;-0.87310791015625;106.999999729851;108;-0.000500244140625;1 mA
111.4959297185;-0.87249755859375;107.999999727326;109;-0.00050030517578125;1 mA
112.495929715975;-0.8721923828125;108.999999724801;110;-0.000500274658203125;1 mA
113.49592971345;-0.87188720703125;109.999999722277;111;-0.000500244140625;1 mA
114.495929710926;-0.87158203125;110.999999719752;112;-0.000500335693359375;1 mA
115.495929708401;-0.87127685546875;111.999999717227;113;-0.000500244140625;1 mA
116.495929705876;-0.87066650390625;112.999999714702;114;-0.00050030517578125;1 mA
117.495929703351;-0.870361328125;113.999999712178;115;-0.000500335693359375;1 mA
118.495929700827;-0.87005615234375;114.999999709653;116;-0.00050030517578125;1 mA
119.495929698302;-0.8697509765625;115.999999707128;117;-0.000500244140625;1 mA
120.495929695777;-0.86944580078125;116.999999704603;118;-0.000500335693359375;1 mA
121.495929693252;-0.869140625;117.999999702079;119;-0.000500335693359375;1 mA
122.495929690728;-0.86883544921875;118.999999699554;120;-0.00050030517578125;1 mA
123.495929688203;-0.8685302734375;119.999999697029;121;-0.00050030517578125;1 mA
124.495929685678;-0.867919921875;120.999999694504;122;-0.000500244140625;1 mA
125.495929683153;-0.86761474609375;121.99999969198;123;-0.000500274658203125;1 mA
126.495929680628;-0.8673095703125;122.999999689455;124;-0.00050030517578125;1 mA
127.495929678104;-0.86700439453125;123.99999968693;125;-0.000500274658203125;1 mA
128.495929675579;-0.86669921875;124.999999684405;126;-0.000500244140625;1 mA
129.495929673054;-0.86639404296875;125.999999681881;127;-0.000500244140625;1 mA
130.495929670529;-0.8660888671875;126.999999679356;128;-0.000500274658203125;1 mA
131.495929668005;-0.86578369140625;127.999999676831;129;-0.00050030517578125;1 mA
132.49592966548;-0.865478515625;128.999999674306;130;-0.000500213623046875;1 mA
133.495929662955;-0.86517333984375;129.999999671782;131;-0.000500244140625;1 mA
134.49592966043;-0.8648681640625;130.999999669257;132;-0.000500213623046875;1 mA
135.495929657906;-0.86456298828125;131.999999666732;133;-0.000500213623046875;1 mA
136.495929655381;-0.8642578125;132.999999664207;134;-0.000500274658203125;1 mA
137.495929652856;-0.86395263671875;133.999999661683;135;-0.00050030517578125;1 mA
138.495929650331;-0.8636474609375;134.999999659158;136;-0.000500244140625;1 mA
139.495929647807;-0.8636474609375;135.999999656633;137;-0.000500213623046875;1 mA
140.495929645282;-0.86334228515625;136.999999654108;138;-0.000500274658203125;1 mA
141.495929642757;-0.863037109375;137.999999651583;139;-0.000500274658203125;1 mA
142.495929640232;-0.86273193359375;138.999999649059;140;-0.000500274658203125;1 mA
143.495929637708;-0.8624267578125;139.999999646534;141;-0.000500274658203125;1 mA
