Potential applied (V);WE(1).Current (A);WE(1).Potential (V);Scan;Index;Q+;Q-;Current range
0.001068115234375;1.177978515625E-08;0.00162658691406251;1;1;0.257095856554341;-0.00960079729370772;10 µA
0.00213623046875;2.288818359375E-08;0.00272521972656251;1;2;0.257095856554341;-0.00960079729370772;10 µA
0.003204345703125;2.99072265625E-08;0.00377502441406249;1;3;0.257095856554341;-0.00960079729370772;10 µA
0.0042724609375;3.35693359375E-08;0.00482788085937499;1;4;0.257095856554341;-0.00960079729370772;10 µA
0.005340576171875;3.83911132812501E-08;0.005877685546875;1;5;0.257095856554341;-0.00960079729370772;10 µA
0.00640869140625;4.119873046875E-08;0.006988525390625;1;6;0.257095856554341;-0.00960079729370772;10 µA
0.007476806640625;4.376220703125E-08;0.00805053710937501;1;7;0.257095856554341;-0.00960079729370772;10 µA
0.008544921875;4.547119140625E-08;0.009124755859375;1;8;0.257095856554341;-0.00960079729370772;10 µA
0.009613037109375;4.669189453125E-08;0.010211181640625;1;9;0.257095856554341;-0.00960079729370772;10 µA
0.01068115234375;4.99267578125E-08;0.0112640380859375;1;10;0.257095856554341;-0.00960079729370772;10 µA
0.011749267578125;5.31005859375E-08;0.0123260498046875;1;11;0.257095856554341;-0.00960079729370772;10 µA
0.0128173828125;5.25817871093751E-08;0.013458251953125;1;12;0.257095856554341;-0.00960079729370772;10 µA
0.013885498046875;5.5572509765625E-08;0.0144561767578125;1;13;0.257095856554341;-0.00960079729370772;10 µA
0.01495361328125;5.706787109375E-08;0.0155242919921875;1;14;0.257095856554341;-0.00960079729370772;10 µA
0.016021728515625;5.79833984375E-08;0.0166229248046875;1;15;0.257095856554341;-0.00960079729370772;10 µA
0.01708984375;5.9478759765625E-08;0.0177032470703125;1;16;0.257095856554341;-0.00960079729370772;10 µA
0.018157958984375;6.134033203125E-08;0.0187957763671875;1;17;0.257095856554341;-0.00960079729370772;10 µA
0.01922607421875;6.5338134765625E-08;0.0198455810546875;1;18;0.257095856554341;-0.00960079729370772;10 µA
0.020294189453125;6.35986328125E-08;0.0209259033203125;1;19;0.257095856554341;-0.00960079729370772;10 µA
0.0213623046875;6.4697265625E-08;0.02197265625;1;20;0.257095856554341;-0.00960079729370772;10 µA
0.022430419921875;6.500244140625E-08;0.023046875;1;21;0.257095856554341;-0.00960079729370772;10 µA
0.02349853515625;6.5338134765625E-08;0.024102783203125;1;22;0.257095856554341;-0.00960079729370772;10 µA
0.024566650390625;7.0068359375E-08;0.0251953125;1;23;0.257095856554341;-0.00960079729370772;10 µA
0.025634765625;7.080078125E-08;0.026251220703125;1;24;0.257095856554341;-0.00960079729370772;10 µA
0.026702880859375;7.080078125E-08;0.027313232421875;1;25;0.257095856554341;-0.00960079729370772;10 µA
0.02777099609375;7.38525390625E-08;0.0283294677734375;1;26;0.257095856554341;-0.00960079729370772;10 µA
0.028839111328125;7.4462890625E-08;0.029425048828125;1;27;0.257095856554341;-0.00960079729370772;10 µA
0.0299072265625;7.354736328125E-08;0.03052978515625;1;28;0.257095856554341;-0.00960079729370772;10 µA
0.030975341796875;7.5225830078125E-08;0.031561279296875;1;29;0.257095856554341;-0.00960079729370772;10 µA
0.03204345703125;7.8643798828125E-08;0.0326629638671875;1;30;0.257095856554341;-0.00960079729370772;10 µA
0.033111572265625;7.720947265625E-08;0.033740234375;1;31;0.257095856554341;-0.00960079729370772;10 µA
0.0341796875;7.843017578125E-08;0.034814453125;1;32;0.257095856554341;-0.00960079729370772;10 µA
0.035247802734375;7.87353515625E-08;0.0358734130859375;1;33;0.257095856554341;-0.00960079729370772;10 µA
0.03631591796875;8.056640625E-08;0.036920166015625;1;34;0.257095856554341;-0.00960079729370772;10 µA
0.037384033203125;8.23974609375E-08;0.0379974365234375;1;35;0.257095856554341;-0.00960079729370772;10 µA
0.0384521484375;8.270263671875E-08;0.0390594482421875;1;36;0.257095856554341;-0.00960079729370772;10 µA
0.039520263671875;8.575439453125E-08;0.040130615234375;1;37;0.257095856554341;-0.00960079729370772;10 µA
0.04058837890625;8.5418701171875E-08;0.0412261962890625;1;38;0.257095856554341;-0.00960079729370772;10 µA
0.041656494140625;8.60595703125E-08;0.0422576904296875;1;39;0.257095856554341;-0.00960079729370772;10 µA
0.042724609375;8.819580078125E-08;0.043328857421875;1;40;0.257095856554341;-0.00960079729370772;10 µA
0.043792724609375;9.033203125E-08;0.0443878173828125;1;41;0.257095856554341;-0.00960079729370772;10 µA
0.04486083984375;8.819580078125E-08;0.045501708984375;1;42;0.257095856554341;-0.00960079729370772;10 µA
0.045928955078125;8.97216796875E-08;0.046551513671875;1;43;0.257095856554341;-0.00960079729370772;10 µA
0.0469970703125;9.033203125E-08;0.0475860595703125;1;44;0.257095856554341;-0.00960079729370772;10 µA
0.048065185546875;9.429931640625E-08;0.0486846923828125;1;45;0.257095856554341;-0.00960079729370772;10 µA
0.04913330078125;9.368896484375E-08;0.0497802734375;1;46;0.257095856554341;-0.00960079729370772;10 µA
0.050201416015625;9.552001953125E-08;0.0506591796875;1;47;0.257095856554341;-0.00960079729370772;10 µA
0.05126953125;9.91210937500001E-08;0.051788330078125;1;48;0.257095856554341;-0.00960079729370772;10 µA
0.052337646484375;9.8876953125E-08;0.05291748046875;1;49;0.257095856554341;-0.00960079729370772;10 µA
0.05340576171875;1.0107421875E-07;0.053985595703125;1;50;0.257095856554341;-0.00960079729370772;10 µA
0.054473876953125;9.95788574218751E-08;0.05499267578125;1;51;0.257095856554341;-0.00960079729370772;10 µA
