Potential applied (V);WE(1).Current (A);WE(1).Potential (V);Scan;Index;Q+;Q-;Current range
0.001068115234375;-3.814697265625E-07;0.0013580322265625;1;1;0.209785125193652;-0.00564095982210709;10 µA
0.00213623046875;-3.472900390625E-07;0.0024261474609375;1;2;0.209785125193652;-0.00564095982210709;10 µA
0.003204345703125;-3.2379150390625E-07;0.00343933105468749;1;3;0.209785125193652;-0.00564095982210709;10 µA
0.0042724609375;-3.057861328125E-07;0.0045440673828125;1;4;0.209785125193652;-0.00564095982210709;10 µA
0.005340576171875;-2.874755859375E-07;0.005596923828125;1;5;0.209785125193652;-0.00564095982210709;10 µA
0.00640869140625;-2.716064453125E-07;0.00665893554687499;1;6;0.209785125193652;-0.00564095982210709;10 µA
0.007476806640625;-2.593994140625E-07;0.00779113769531251;1;7;0.209785125193652;-0.00564095982210709;10 µA
0.008544921875;-2.4749755859375E-07;0.00880126953125;1;8;0.209785125193652;-0.00564095982210709;10 µA
0.009613037109375;-2.337646484375E-07;0.00987854003906249;1;9;0.209785125193652;-0.00564095982210709;10 µA
0.01068115234375;-2.239990234375E-07;0.0109771728515625;1;10;0.209785125193652;-0.00564095982210709;10 µA
0.011749267578125;-2.142333984375E-07;0.0120758056640625;1;11;0.209785125193652;-0.00564095982210709;10 µA
0.0128173828125;-2.06298828125E-07;0.0131195068359375;1;12;0.209785125193652;-0.00564095982210709;10 µA
0.013885498046875;-1.96563720703125E-07;0.014166259765625;1;13;0.209785125193652;-0.00564095982210709;10 µA
0.01495361328125;-1.885986328125E-07;0.0152374267578125;1;14;0.209785125193652;-0.00564095982210709;10 µA
0.016021728515625;-1.8096923828125E-07;0.0162872314453125;1;15;0.209785125193652;-0.00564095982210709;10 µA
0.01708984375;-1.7242431640625E-07;0.017431640625;1;16;0.209785125193652;-0.00564095982210709;10 µA
0.018157958984375;-1.64794921875E-07;0.0184600830078125;1;17;0.209785125193652;-0.00564095982210709;10 µA
0.01922607421875;-1.57073974609375E-07;0.01954345703125;1;18;0.209785125193652;-0.00564095982210709;10 µA
0.020294189453125;-1.4886474609375E-07;0.020648193359375;1;19;0.209785125193652;-0.00564095982210709;10 µA
0.0213623046875;-1.42852783203125E-07;0.021673583984375;1;20;0.209785125193652;-0.00564095982210709;10 µA
0.022430419921875;-1.35284423828125E-07;0.022802734375;1;21;0.209785125193652;-0.00564095982210709;10 µA
0.02349853515625;-1.2872314453125E-07;0.02384033203125;1;22;0.209785125193652;-0.00564095982210709;10 µA
0.024566650390625;-1.2255859375E-07;0.0248870849609375;1;23;0.209785125193652;-0.00564095982210709;10 µA
0.025634765625;-1.15875244140625E-07;0.0259552001953125;1;24;0.209785125193652;-0.00564095982210709;10 µA
0.026702880859375;-1.09222412109375E-07;0.0270172119140625;1;25;0.209785125193652;-0.00564095982210709;10 µA
0.02777099609375;-1.03240966796875E-07;0.0280609130859375;1;26;0.209785125193652;-0.00564095982210709;10 µA
0.028839111328125;-9.8114013671875E-08;0.0291107177734375;1;27;0.209785125193652;-0.00564095982210709;10 µA
0.0299072265625;-9.1583251953125E-08;0.0302459716796875;1;28;0.209785125193652;-0.00564095982210709;10 µA
0.030975341796875;-8.575439453125E-08;0.0312896728515625;1;29;0.209785125193652;-0.00564095982210709;10 µA
0.03204345703125;-7.965087890625E-08;0.0323577880859375;1;30;0.209785125193652;-0.00564095982210709;10 µA
0.033111572265625;-7.45544433593751E-08;0.0334197998046875;1;31;0.209785125193652;-0.00564095982210709;10 µA
0.0341796875;-7.049560546875E-08;0.034521484375;1;32;0.209785125193652;-0.00564095982210709;10 µA
0.035247802734375;-6.4361572265625E-08;0.03558349609375;1;33;0.209785125193652;-0.00564095982210709;10 µA
0.03631591796875;-6.0760498046875E-08;0.0366455078125;1;34;0.209785125193652;-0.00564095982210709;10 µA
0.037384033203125;-5.41076660156251E-08;0.037713623046875;1;35;0.209785125193652;-0.00564095982210709;10 µA
0.0384521484375;-4.974365234375E-08;0.0388031005859375;1;36;0.209785125193652;-0.00564095982210709;10 µA
0.039520263671875;-4.5013427734375E-08;0.0398345947265625;1;37;0.209785125193652;-0.00564095982210709;10 µA
0.04058837890625;-4.132080078125E-08;0.0409271240234375;1;38;0.209785125193652;-0.00564095982210709;10 µA
0.041656494140625;-3.582763671875E-08;0.041937255859375;1;39;0.209785125193652;-0.00564095982210709;10 µA
0.042724609375;-3.11889648437499E-08;0.0430328369140625;1;40;0.209785125193652;-0.00564095982210709;10 µA
0.043792724609375;-2.69775390625E-08;0.044085693359375;1;41;0.209785125193652;-0.00564095982210709;10 µA
0.04486083984375;-2.2125244140625E-08;0.0451873779296875;1;42;0.209785125193652;-0.00564095982210709;10 µA
0.045928955078125;-1.79443359375001E-08;0.0462646484375;1;43;0.209785125193652;-0.00564095982210709;10 µA
0.0469970703125;-1.32141113281251E-08;0.0473480224609375;1;44;0.209785125193652;-0.00564095982210709;10 µA
0.048065185546875;-9.58251953125003E-09;0.0483795166015625;1;45;0.209785125193652;-0.00564095982210709;10 µA
0.04913330078125;-5.06591796874997E-09;0.049505615234375;1;46;0.209785125193652;-0.00564095982210709;10 µA
0.050201416015625;4.88281249999972E-10;0.050445556640625;1;47;0.209785125193652;-0.00564095982210709;10 µA
0.05126953125;2.99072265625006E-09;0.051544189453125;1;48;0.209785125193652;-0.00564095982210709;10 µA
0.052337646484375;7.65991210937497E-09;0.052642822265625;1;49;0.209785125193652;-0.00564095982210709;10 µA
0.05340576171875;1.171875E-08;0.053619384765625;1;50;0.209785125193652;-0.00564095982210709;10 µA
