Potential applied (V);Time (s);WE(1).Current (A);WE(1).Potential (V);Index;Current range
0.059814453125;11.8104069701816;-9.5306396484375E-05;0.059661865234375;56;100 µA
0.060882568359375;11.9172189699119;-8.69140625E-05;0.060943603515625;57;100 µA
0.06195068359375;12.0240309696422;-7.87353515625E-05;0.0618896484375;58;100 µA
0.063018798828125;12.1308429693726;-7.0831298828125E-05;0.063018798828125;59;100 µA
0.0640869140625;12.2376549691029;-6.3079833984375E-05;0.064117431640625;60;100 µA
0.065155029296875;12.3444669688332;-5.5419921875E-05;0.06512451171875;61;100 µA
0.06622314453125;12.4512789685635;-4.8614501953125E-05;0.066253662109375;62;100 µA
0.067291259765625;12.5580909682939;-4.1241455078125E-05;0.06732177734375;63;100 µA
0.068359375;12.6649029680242;-3.36700439453125E-05;0.06842041015625;64;100 µA
0.069427490234375;12.7717149677545;-2.67303466796875E-05;0.06951904296875;65;100 µA
0.07049560546875;12.8785269674848;-1.99066162109375E-05;0.070648193359375;66;100 µA
0.071563720703125;12.9853389672152;-1.33270263671875E-05;0.071685791015625;67;100 µA
0.0726318359375;13.0921509669455;-6.8328857421875E-06;0.07281494140625;68;100 µA
0.073699951171875;13.1989629666758;-3.8330078125E-07;0.073883056640625;69;100 µA
0.07476806640625;13.3057749664061;5.77392578125E-06;0.07489013671875;70;100 µA
0.075836181640625;13.4125869661365;1.1724853515625E-05;0.0760498046875;71;100 µA
0.076904296875;13.5193989658668;1.77276611328125E-05;0.077056884765625;72;100 µA
0.077972412109375;13.6262109655971;2.36328125E-05;0.078094482421875;73;100 µA
0.07904052734375;13.7330229653275;2.90985107421875E-05;0.07916259765625;74;100 µA
0.080108642578125;13.8398349650578;3.48541259765625E-05;0.08026123046875;75;100 µA
0.0811767578125;13.9466469647881;4.00421142578125E-05;0.081298828125;76;100 µA
0.082244873046875;14.0534589645184;4.55902099609375E-05;0.08245849609375;77;100 µA
0.08331298828125;14.1602709642488;5.0811767578125E-05;0.08349609375;78;100 µA
0.084381103515625;14.2670829639791;5.60302734375E-05;0.08447265625;79;100 µA
0.08544921875;14.3738949637094;6.109619140625E-05;0.085601806640625;80;100 µA
0.086517333984375;14.4807069634397;6.6070556640625E-05;0.086639404296875;81;100 µA
0.08758544921875;14.5875189631701;7.0953369140625E-05;0.087677001953125;82;100 µA
0.088653564453125;14.6943309629004;7.635498046875E-05;0.088897705078125;83;100 µA
0.0897216796875;14.8011429626307;8.087158203125E-05;0.09002685546875;84;100 µA
0.090789794921875;14.907954962361;8.55712890625E-05;0.091033935546875;85;100 µA
0.09185791015625;15.0147669620914;8.99658203125E-05;0.092132568359375;86;100 µA
0.092926025390625;15.1215789618217;9.38720703125E-05;0.0931396484375;87;100 µA
0.093994140625;15.228390961552;9.82666015625E-05;0.094207763671875;88;100 µA
0.095062255859375;15.3352029612823;0.000102630615234375;0.095245361328125;89;100 µA
0.09613037109375;15.4420149610127;0.000107421875;0.09637451171875;90;100 µA
0.097198486328125;15.548826960743;0.000111602783203125;0.097412109375;91;100 µA
0.0982666015625;15.6556389604733;0.000115509033203125;0.098602294921875;92;100 µA
0.099334716796875;15.7624509602036;0.0001195068359375;0.099609375;93;100 µA
0.10040283203125;15.869262959934;0.000123382568359375;0.10076904296875;94;100 µA
0.101470947265625;15.9760749596643;0.0001273193359375;0.101776123046875;95;100 µA
0.1025390625;16.0828869593946;0.000130950927734375;0.102874755859375;96;100 µA
0.103607177734375;16.1896989591249;0.00013482666015625;0.10400390625;97;100 µA
0.10467529296875;16.2965109588553;0.000138397216796875;0.10504150390625;98;100 µA
0.105743408203125;16.4033229585856;0.000141357421875;0.10601806640625;99;100 µA
0.1068115234375;16.5101349583159;0.0001448974609375;0.10711669921875;100;100 µA
0.107879638671875;16.6169469580462;0.000149139404296875;0.108306884765625;101;100 µA
0.10894775390625;16.7237589577766;0.00015240478515625;0.109344482421875;102;100 µA
0.110015869140625;16.8305709575069;0.00015576171875;0.11029052734375;103;100 µA
0.111083984375;16.9373829572372;0.000159088134765625;0.1114501953125;104;100 µA
0.112152099609375;17.0441949569675;0.000162384033203125;0.112548828125;105;100 µA
0.11322021484375;17.1510069566979;0.000165496826171875;0.113616943359375;106;100 µA
0.114288330078125;17.2578189564282;0.000168670654296875;0.114715576171875;107;100 µA
0.1153564453125;17.3646309561585;0.00017181396484375;0.115692138671875;108;100 µA
0.116424560546875;17.4714429558888;0.000174896240234375;0.116912841796875;109;100 µA
0.11749267578125;17.5782549556192;0.000177581787109375;0.117828369140625;110;100 µA
0.118560791015625;17.6850669553495;0.00018060302734375;0.11895751953125;111;100 µA
0.11962890625;17.7918789550798;0.000183197021484375;0.12005615234375;112;100 µA
0.120697021484375;17.8986909548101;0.000186279296875;0.12115478515625;113;100 µA
0.12176513671875;18.0055029545405;0.0001890869140625;0.1221923828125;114;100 µA
0.122833251953125;18.1123149542708;0.000192138671875;0.1231689453125;115;100 µA
0.1239013671875;18.2191269540011;0.000194854736328125;0.124420166015625;116;100 µA
0.124969482421875;18.3259389537315;0.000197662353515625;0.1253662109375;117;100 µA
0.12603759765625;18.4327509534618;0.000200439453125;0.126434326171875;118;100 µA
0.127105712890625;18.5395629531921;0.000203887939453125;0.1275634765625;119;100 µA
0.128173828125;18.6463749529224;0.000206451416015625;0.12860107421875;120;100 µA
0.129241943359375;18.7531869526528;0.000209228515625;0.129730224609375;121;100 µA
0.13031005859375;18.8599989523831;0.000211883544921875;0.13079833984375;122;100 µA
0.131378173828125;18.9668109521134;0.0002144775390625;0.13189697265625;123;100 µA
0.1324462890625;19.0736229518437;0.00021630859375;0.13287353515625;124;100 µA
0.133514404296875;19.1804349515741;0.0002191162109375;0.13397216796875;125;100 µA
0.13458251953125;19.2872469513044;0.000222381591796875;0.135162353515625;126;100 µA
0.135650634765625;19.3940589510347;0.0002249755859375;0.1361083984375;127;100 µA
0.13671875;19.500870950765;0.000227447509765625;0.13726806640625;128;100 µA
0.137786865234375;19.6076829504954;0.000230072021484375;0.1383056640625;129;100 µA
0.13885498046875;19.7144949502257;0.000232757568359375;0.139312744140625;130;100 µA
0.139923095703125;19.821306949956;0.0002353515625;0.14056396484375;131;100 µA
0.1409912109375;19.9281189496863;0.0002379150390625;0.1414794921875;132;100 µA
0.142059326171875;20.0349309494167;0.000240509033203125;0.14251708984375;133;100 µA
0.14312744140625;20.141742949147;0.0002431640625;0.143707275390625;134;100 µA
0.144195556640625;20.2485549488773;0.0002451171875;0.144744873046875;135;100 µA
0.145263671875;20.3553669486076;0.000247894287109375;0.14581298828125;136;100 µA
0.146331787109375;20.462178948338;0.0002506103515625;0.146820068359375;137;100 µA
0.14739990234375;20.5689909480683;0.00025408935546875;0.14801025390625;138;100 µA
0.148468017578125;20.6758029477986;0.000256927490234375;0.14910888671875;139;100 µA
0.1495361328125;20.7826149475289;0.0002596435546875;0.150177001953125;140;100 µA
0.150604248046875;20.8894269472593;0.00026251220703125;0.15118408203125;141;100 µA
0.15167236328125;20.9962389469896;0.00026544189453125;0.152191162109375;142;100 µA
0.152740478515625;21.1030509467199;0.00026861572265625;0.15325927734375;143;100 µA
0.15380859375;21.2098629464502;0.000271514892578125;0.15435791015625;144;100 µA
0.154876708984375;21.3166749461806;0.00027484130859375;0.155487060546875;145;100 µA
0.15594482421875;21.4234869459109;0.000278106689453125;0.156494140625;146;100 µA
0.157012939453125;21.5302989456412;0.00028143310546875;0.157562255859375;147;100 µA
0.1580810546875;21.6371109453715;0.000284881591796875;0.158721923828125;148;100 µA
0.159149169921875;21.7439229451019;0.000288360595703125;0.159759521484375;149;100 µA
0.16021728515625;21.8507349448322;0.00029241943359375;0.16082763671875;150;100 µA
0.161285400390625;21.9575469445625;0.000296417236328125;0.16192626953125;151;100 µA
0.162353515625;22.0643589442928;0.000300628662109375;0.162933349609375;152;100 µA
0.163421630859375;22.1711709440232;0.000305267333984375;0.16412353515625;153;100 µA
0.16448974609375;22.2779829437535;0.00031005859375;0.1650390625;154;100 µA
0.165557861328125;22.3847949434838;0.0003150634765625;0.16619873046875;155;100 µA
0.1666259765625;22.4916069432142;0.00032098388671875;0.167266845703125;156;100 µA
0.167694091796875;22.5984189429445;0.000326568603515625;0.1683349609375;157;100 µA
0.16876220703125;22.7052309426748;0.0003321533203125;0.16943359375;158;100 µA
0.169830322265625;22.8120429424051;0.000338134765625;0.1705322265625;159;100 µA
0.1708984375;22.9188549421355;0.000343353271484375;0.1715087890625;160;100 µA
0.171966552734375;23.0256669418658;0.000349945068359375;0.172760009765625;161;100 µA
0.17303466796875;23.1324789415961;0.000356536865234375;0.17376708984375;162;100 µA
0.174102783203125;23.2392909413264;0.0003642578125;0.174896240234375;163;100 µA
0.1751708984375;23.3461029410568;0.00037115478515625;0.175933837890625;164;100 µA
0.176239013671875;23.4529149407871;0.00037835693359375;0.17706298828125;165;100 µA
0.17730712890625;23.5597269405174;0.0003858642578125;0.178192138671875;166;100 µA
0.178375244140625;23.6665389402477;0.000393341064453125;0.17919921875;167;100 µA
0.179443359375;23.7733509399781;0.00040118408203125;0.180206298828125;168;100 µA
0.180511474609375;23.8801629397084;0.00040911865234375;0.181365966796875;169;100 µA
0.18157958984375;23.9869749394387;0.000417083740234375;0.182464599609375;170;100 µA
